epoch,p0/stats_g/mean,p0/stats_g/std,p0/stats_o/mean,p0/stats_o/std,p1/stats_g/mean,p1/stats_g/std,p1/stats_o/mean,p1/stats_o/std,p2/stats_g/mean,p2/stats_g/std,p2/stats_o/mean,p2/stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
74,0.85707885,0.054467943,0.20448352,0.034782782,0.8493348,0.06849826,0.20495342,0.048860036,0.8491494,0.10725083,0.20512596,0.087387696,750.0,-3.3012676,0.9,1500.0,0.45
75,0.85714155,0.054466713,0.20450117,0.034732677,0.8494096,0.06850375,0.20496143,0.048748527,0.8491451,0.10704101,0.20522262,0.087269634,760.0,-1.6639074,0.8,1520.0,0.6
76,0.857023,0.054502875,0.20444858,0.034687426,0.849273,0.06851016,0.20488806,0.04869126,0.84902436,0.106781125,0.20519714,0.08726668,770.0,-1.2966968,0.9,1540.0,0.6
77,0.8569667,0.054545373,0.20442499,0.034655884,0.84920526,0.06850985,0.20485619,0.04863952,0.8490884,0.107086144,0.20518793,0.08737275,780.0,-1.1925622,0.9,1560.0,0.45
78,0.85691243,0.054541018,0.20441078,0.03460934,0.84915894,0.06846562,0.20484304,0.048544645,0.84904474,0.10704904,0.20515849,0.08713439,790.0,-2.5692737,0.8,1580.0,0.55
79,0.85688543,0.054529373,0.20438598,0.034562454,0.8490867,0.068884395,0.20482521,0.048515793,0.84920985,0.107390344,0.20522507,0.0875312,800.0,-2.367638,0.8,1600.0,0.5
80,0.8569391,0.054511283,0.20432964,0.035499092,0.8490736,0.068889804,0.20479248,0.04852529,0.84945935,0.10749602,0.20529166,0.08735109,810.0,-4.5765805,0.9,1620.0,0.35
81,0.8569817,0.054490894,0.204353,0.03546661,0.84920305,0.06905651,0.20479876,0.04891609,0.84946823,0.107537,0.20532024,0.087335825,820.0,-1.842268,0.8,1640.0,0.5
82,0.8570016,0.054472815,0.20436102,0.03541633,0.84925985,0.069005035,0.20480819,0.048795342,0.84956,0.10813218,0.20528834,0.08743538,830.0,-1.1831446,0.9,1660.0,0.55
83,0.857018,0.054467946,0.20437436,0.035368606,0.8492642,0.06997762,0.20483677,0.04890119,0.8494041,0.10792787,0.20524421,0.08722217,840.0,-1.3239522,1.0,1680.0,0.35
84,0.85714364,0.05444412,0.20442623,0.035317067,0.8494161,0.06991469,0.20487942,0.04877737,0.84949017,0.10793093,0.20534876,0.08730173,850.0,-2.084899,0.9,1700.0,0.3
85,0.8571728,0.054424047,0.20444302,0.035268735,0.8494784,0.06989088,0.20492995,0.04880856,0.84929544,0.1084261,0.20532712,0.087240346,860.0,-2.5865602,0.8,1720.0,0.3
86,0.85707647,0.05440868,0.20440748,0.035220005,0.8493591,0.06985996,0.20489627,0.048701324,0.84925526,0.10829762,0.20533311,0.08708373,870.0,-1.5366579,0.9,1740.0,0.4
87,0.8570285,0.054390308,0.20439105,0.03517198,0.84934074,0.06992967,0.2048611,0.048823856,0.84937143,0.108195424,0.2053214,0.08681232,880.0,-2.0545073,1.0,1760.0,0.45
88,0.8570606,0.054404106,0.20435987,0.035600055,0.8494077,0.0699205,0.20480026,0.049078412,0.849436,0.108159155,0.20526728,0.086680695,890.0,-1.4683506,0.8,1780.0,0.4
89,0.85712487,0.05438022,0.20439346,0.03554377,0.84950304,0.06991281,0.20488052,0.049609248,0.84969467,0.10809729,0.20531823,0.086423494,900.0,-3.1021569,0.7,1800.0,0.4
90,0.8570562,0.05441888,0.2043714,0.03552771,0.84939414,0.06994193,0.2048487,0.049517293,0.84967655,0.10796732,0.20527601,0.086243756,910.0,-1.049967,1.0,1820.0,0.45
91,0.85706526,0.05440824,0.20438255,0.035481676,0.8493995,0.069909185,0.20484698,0.049414054,0.84951496,0.10847866,0.20518173,0.08642412,920.0,-1.4447409,0.9,1840.0,0.4
92,0.8570823,0.05444622,0.20439208,0.035464272,0.84943795,0.069893725,0.20482786,0.049452387,0.8496978,0.108724155,0.20518751,0.08642367,930.0,-1.3230904,1.0,1860.0,0.5
93,0.8569803,0.05445831,0.20435503,0.03542743,0.84930104,0.06990354,0.20479016,0.049358416,0.84962827,0.10883337,0.20512567,0.086550914,940.0,-1.3176417,1.0,1880.0,0.6
94,0.8569186,0.054476783,0.20433462,0.035393715,0.849236,0.06988772,0.20476933,0.049271055,0.8498358,0.10869483,0.20515238,0.08636117,950.0,-1.1757776,1.0,1900.0,0.6
95,0.85699934,0.05444533,0.2043588,0.03535438,0.8493445,0.069825195,0.20478952,0.049146533,0.84992933,0.10854492,0.20518969,0.08611971,960.0,-1.7331921,0.9,1920.0,0.6
96,0.856926,0.054447267,0.20433833,0.03532551,0.849248,0.06979084,0.2047781,0.049064863,0.84991175,0.1083455,0.20521963,0.08586112,970.0,-1.0734484,1.0,1940.0,0.6
97,0.85691065,0.054422468,0.20433432,0.035279945,0.8492229,0.06972755,0.20476851,0.04894079,0.849914,0.10821977,0.2051573,0.08572581,980.0,-1.4216273,1.0,1960.0,0.75
98,0.8567355,0.054397296,0.20427139,0.035234727,0.84900355,0.06966207,0.2046931,0.048837915,0.85004264,0.10842988,0.2051126,0.085642606,990.0,-1.6851982,0.9,1980.0,0.35
99,0.85676354,0.054369036,0.20428693,0.035191033,0.8490458,0.06963616,0.20462438,0.049602237,0.8502552,0.10860161,0.20516855,0.085682325,1000.0,-1.1341692,1.0,2000.0,0.6
